interview__id,theme,dev_reason,region,foa,improvement,tcp_contribution,period,value,status,shrinked
b651c20a103e4da0925a3181bf325e00,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b7f3508170864c51a099f9674943b472,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
b7f3508170864c51a099f9674943b472,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
c24027d6557c4fb2873a504a3c05d3ea,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c24027d6557c4fb2873a504a3c05d3ea,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
c24027d6557c4fb2873a504a3c05d3ea,Safety and Security,,Asia and the Pacific,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
c24027d6557c4fb2873a504a3c05d3ea,Safety and Security,,Asia and the Pacific,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c2d1ab035dc947d29cc94281ada4b24c,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
c2d1ab035dc947d29cc94281ada4b24c,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
c707ece3fe9440f6842f2724b78ef27e,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
c707ece3fe9440f6842f2724b78ef27e,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
cbc6b9eaf19540c48cd2435545b657b7,Industrial Applications/Radiation technology,,Asia and the Pacific,Research reactors,"Safe and effective utilization, operation, and maintenance of research reactors",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
cbc6b9eaf19540c48cd2435545b657b7,Industrial Applications/Radiation technology,,Asia and the Pacific,Research reactors,"Safe and effective utilization, operation, and maintenance of research reactors",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
cee9dc85a57043188e8f6277a995fd0f,Food and Agriculture,,Asia and the Pacific,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
cee9dc85a57043188e8f6277a995fd0f,Food and Agriculture,,Asia and the Pacific,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d0bd22a872224dae8dd9ae4191ad25b9,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
d0bd22a872224dae8dd9ae4191ad25b9,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
d0ca253586614aa7a69a4687bea9ee49,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
d0ca253586614aa7a69a4687bea9ee49,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
d0ca253586614aa7a69a4687bea9ee49,Safety and Security,,Africa,Safety of nuclear installations,Nuclear installations and fuel cycle facilities safety,3.Impossible without TCP,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
d0ca253586614aa7a69a4687bea9ee49,Safety and Security,,Africa,Safety of nuclear installations,Nuclear installations and fuel cycle facilities safety,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
d1aa6c56bfd74649a21ab8bb1391cba3,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d1aa6c56bfd74649a21ab8bb1391cba3,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
d24cc3157c77407694b4e35cbd826923,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
d24cc3157c77407694b4e35cbd826923,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
db76988f53e9407e9c58967b30118ae5,Energy,,Europe,Energy planning,Energy planning and inform policies to meet future energy needs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
db76988f53e9407e9c58967b30118ae5,Energy,,Europe,Energy planning,Energy planning and inform policies to meet future energy needs,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
dfba70d58aa74f1383d1c25f1972a2c8,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
dfba70d58aa74f1383d1c25f1972a2c8,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
e2c24e9321c84efcba3d6fc94536e605,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
e2c24e9321c84efcba3d6fc94536e605,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
e895e3fa86d145928d1e68286cb41716,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
e895e3fa86d145928d1e68286cb41716,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
edf5f6ef6ebe48f6a6be50edf8b2c890,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
edf5f6ef6ebe48f6a6be50edf8b2c890,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
ee22c1eab01c410798e3d178f9a9b21b,Water and the Environment,,Latin America and the Caribbean,Water resources management,Sustainable water resources management,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
ee22c1eab01c410798e3d178f9a9b21b,Water and the Environment,,Latin America and the Caribbean,Water resources management,Sustainable water resources management,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f20fb7eeeffe45209d69cd9f6ba564b7,Water and the Environment,,Europe,Water resources management,Sustainable water resources management,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
f20fb7eeeffe45209d69cd9f6ba564b7,Water and the Environment,,Europe,Water resources management,Sustainable water resources management,3.Impossible without TCP,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f78ed652f48c422e8667620c3e33e4e1,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f78ed652f48c422e8667620c3e33e4e1,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f78ed652f48c422e8667620c3e33e4e1,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
f78ed652f48c422e8667620c3e33e4e1,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
fa1d14fb4c6743e497b9855c1e08d8df,Food and Agriculture,,Asia and the Pacific,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
fa1d14fb4c6743e497b9855c1e08d8df,Food and Agriculture,,Asia and the Pacific,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
fab2d45f065b48cdae0f569956322b59,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
fab2d45f065b48cdae0f569956322b59,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
fab2d45f065b48cdae0f569956322b59,Safety and Security,,Asia and the Pacific,Emergency preparednes and response,Effective emergency preparedness & response,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
fab2d45f065b48cdae0f569956322b59,Safety and Security,,Asia and the Pacific,Emergency preparednes and response,Effective emergency preparedness & response,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
9cc3a675cd484abaacc2767ffaa10672,Food and Agriculture,,Latin America and the Caribbean,Food safety,Food safety and quality control,2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
9cc3a675cd484abaacc2767ffaa10672,Food and Agriculture,,Latin America and the Caribbean,Food safety,Food safety and quality control,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
f9729ce116474ca0bd616385aa10a7ee,Industrial Applications/Radiation technology,,Asia and the Pacific,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
f9729ce116474ca0bd616385aa10a7ee,Industrial Applications/Radiation technology,,Asia and the Pacific,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
16124d49ab9340dbbd14cde29ebbff2a,Industrial Applications/Radiation technology,Lack of TCP support,Latin America and the Caribbean,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
16124d49ab9340dbbd14cde29ebbff2a,Industrial Applications/Radiation technology,Lack of TCP support,Latin America and the Caribbean,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",,2023,No capacity,0.No Capacity,Shrinked
31f8bd6e127c45a2a26f5f88c8dcd290,Health and Nutrition,,Asia and the Pacific,Inspect pest control,Detection and control of major insect pests including zoonotic diseases affecting Human health,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
31f8bd6e127c45a2a26f5f88c8dcd290,Health and Nutrition,,Asia and the Pacific,Inspect pest control,Detection and control of major insect pests including zoonotic diseases affecting Human health,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3d27e9d3d3514e758a33b25f31f3b7e8,Safety and Security,,Asia and the Pacific,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
3d27e9d3d3514e758a33b25f31f3b7e8,Safety and Security,,Asia and the Pacific,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
401233777cdd44d1814fb250820b1157,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
401233777cdd44d1814fb250820b1157,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
433ba33da5f04f3688955e1d49df95a3,Food and Agriculture,,Europe,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
433ba33da5f04f3688955e1d49df95a3,Food and Agriculture,,Europe,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
55a40c9bf36f4a91864b2d83b9bc5270,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
55a40c9bf36f4a91864b2d83b9bc5270,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
671d608cf2b04c9b988b148633ee56bf,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
671d608cf2b04c9b988b148633ee56bf,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
671d608cf2b04c9b988b148633ee56bf,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
671d608cf2b04c9b988b148633ee56bf,Food and Agriculture,,Asia and the Pacific,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6939a868dbf649fabe228603d3e4ba90,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
6939a868dbf649fabe228603d3e4ba90,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6baeff0f33f246bb8b1f09e471104aef,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
6baeff0f33f246bb8b1f09e471104aef,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,2.Contributed substantially,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
6baeff0f33f246bb8b1f09e471104aef,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
6baeff0f33f246bb8b1f09e471104aef,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
80c2f968ce40483e9f787d7decfccff7,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
80c2f968ce40483e9f787d7decfccff7,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
80c2f968ce40483e9f787d7decfccff7,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
80c2f968ce40483e9f787d7decfccff7,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
8b88c6e66a6f47a8a3083733653ddc12,Industrial Applications/Radiation technology,,Africa,Research reactors,"Safe and effective utilization, operation, and maintenance of research reactors",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
8b88c6e66a6f47a8a3083733653ddc12,Industrial Applications/Radiation technology,,Africa,Research reactors,"Safe and effective utilization, operation, and maintenance of research reactors",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
8e67da7271914a7d946567dca0679ffe,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
8e67da7271914a7d946567dca0679ffe,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",1.To some extent,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
90c7791a5b364dee82904c379ec7a04f,Water and the Environment,,Africa,Water resources management,Sustainable water resources management,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
90c7791a5b364dee82904c379ec7a04f,Water and the Environment,,Africa,Water resources management,Sustainable water resources management,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
90c7791a5b364dee82904c379ec7a04f,Water and the Environment,,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
90c7791a5b364dee82904c379ec7a04f,Water and the Environment,,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
a3b96fb052ee4ea1922bf732e10b7e03,Safety and Security,,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
a3b96fb052ee4ea1922bf732e10b7e03,Safety and Security,,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a3b96fb052ee4ea1922bf732e10b7e03,Safety and Security,,Latin America and the Caribbean,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a3b96fb052ee4ea1922bf732e10b7e03,Safety and Security,,Latin America and the Caribbean,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
a8afbcb16ee1433db78e61b22b89f544,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
a8afbcb16ee1433db78e61b22b89f544,Health and Nutrition,,Africa,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a8afbcb16ee1433db78e61b22b89f544,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a8afbcb16ee1433db78e61b22b89f544,Health and Nutrition,,Africa,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a9c5341ef75f476bab0b2344dde32056,Health and Nutrition,There is no staff to implement technology,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Shrinked
a9c5341ef75f476bab0b2344dde32056,Health and Nutrition,There is no staff to implement technology,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Shrinked
a9c5341ef75f476bab0b2344dde32056,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
a9c5341ef75f476bab0b2344dde32056,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b5b7d56bd1b549e9839a92d3c819e665,Water and the Environment,,Asia and the Pacific,Water resources management,Sustainable water resources management,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
b5b7d56bd1b549e9839a92d3c819e665,Water and the Environment,,Asia and the Pacific,Water resources management,Sustainable water resources management,3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
b70d5c8702bf4cb9b3b7871788d39532,Food and Agriculture,,Latin America and the Caribbean,Crop production,Crops with increased productivity and/or climate resilience properties,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
b70d5c8702bf4cb9b3b7871788d39532,Food and Agriculture,,Latin America and the Caribbean,Crop production,Crops with increased productivity and/or climate resilience properties,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
b70d5c8702bf4cb9b3b7871788d39532,Food and Agriculture,,Latin America and the Caribbean,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
b70d5c8702bf4cb9b3b7871788d39532,Food and Agriculture,,Latin America and the Caribbean,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
01b7bd5faa3840cab6c8d52544db8e51,Safety and Security,,Europe,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
01b7bd5faa3840cab6c8d52544db8e51,Safety and Security,,Europe,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
02cbfecd630c4adcacb610b851be2858,Health and Nutrition,Other,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Shrinked
02cbfecd630c4adcacb610b851be2858,Health and Nutrition,Other,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Shrinked
03f2b31a43cd4d5790ebbcec77e4d4cb,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
03f2b31a43cd4d5790ebbcec77e4d4cb,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
03f2b31a43cd4d5790ebbcec77e4d4cb,Food and Agriculture,,Africa,Food safety,Food safety and quality control,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
03f2b31a43cd4d5790ebbcec77e4d4cb,Food and Agriculture,,Africa,Food safety,Food safety and quality control,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
08facc49b070460083c3990aeeb7fcb1,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
08facc49b070460083c3990aeeb7fcb1,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
0a31af2780114168bc28bbd9dc93093b,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
0a31af2780114168bc28bbd9dc93093b,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
0a31af2780114168bc28bbd9dc93093b,Safety and Security,,Europe,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
0a31af2780114168bc28bbd9dc93093b,Safety and Security,,Europe,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
0dbdaf7af0da4944a5cf4ae3ca4d0025,Industrial Applications/Radiation technology,,Africa,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
0dbdaf7af0da4944a5cf4ae3ca4d0025,Industrial Applications/Radiation technology,,Africa,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
