id,country,theme,foa,when,achieved,level,indicator,region,improvement,foa_nlo1_effectiveness,id_outcome
A1629,Philippines,FOOD and AGRICULTURE,Crop production,,0,outcome,New profession recognized,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1629,Philippines,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Curricula in new professions,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1630,Philippines,FOOD and AGRICULTURE,Crop production,,0,outcome,Use of data to inform policies,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1630,Philippines,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1631,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1631,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1632,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Creation of new Institution,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1632,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Upgraded institutions,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1633,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Increased used of new technologies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1633,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Introduce new technologies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1634,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,outcome,New profession recognized,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1634,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Curricula in new professions,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1635,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Use of data to inform policies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A1635,Philippines,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A1636,Philippines,FOOD and AGRICULTURE,Food safety,,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A1636,Philippines,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A1637,Philippines,FOOD and AGRICULTURE,Food safety,,0,outcome,Creation of new Institution,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A1637,Philippines,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Upgraded institutions,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A1638,Philippines,FOOD and AGRICULTURE,Food safety,,0,outcome,Increased used of new technologies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A1638,Philippines,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Introduce new technologies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A1639,Philippines,FOOD and AGRICULTURE,Food safety,,0,outcome,New profession recognized,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A1639,Philippines,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Curricula in new professions,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A1640,Philippines,FOOD and AGRICULTURE,Food safety,,0,outcome,Use of data to inform policies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A1640,Philippines,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A1641,Philippines,FOOD and AGRICULTURE,Livestock production,,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A1641,Philippines,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A1642,Philippines,FOOD and AGRICULTURE,Livestock production,,0,outcome,Creation of new Institution,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A1642,Philippines,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Upgraded institutions,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A1643,Philippines,FOOD and AGRICULTURE,Livestock production,,0,outcome,Increased used of new technologies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A1643,Philippines,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Introduce new technologies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A1644,Philippines,FOOD and AGRICULTURE,Livestock production,,0,outcome,New profession recognized,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A1644,Philippines,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Curricula in new professions,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A1645,Philippines,FOOD and AGRICULTURE,Livestock production,,0,outcome,Use of data to inform policies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A1645,Philippines,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A1646,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A1646,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A1647,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Creation of new Institution,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A1647,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Upgraded institutions,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A1648,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Increased used of new technologies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A1648,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Introduce new technologies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A1649,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,New profession recognized,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1649,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Curricula in new professions,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1650,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,outcome,Use of data to inform policies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1650,Philippines,FOOD and AGRICULTURE,Agricultural water and soil management,,0,int_outcome,Produce data to inform policies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1651,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1651,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1652,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Creation of new Institution,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1652,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Upgraded institutions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1653,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Increased used of new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1653,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Introduce new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1654,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,New profession recognized,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1654,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Curricula in new professions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1655,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Use of data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1655,Portugal,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Produce data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1656,Portugal,FOOD and AGRICULTURE,Insect pest control,< 2000,1,outcome,Adoption of regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1656,Portugal,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,int_outcome,Develop regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1657,Portugal,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Creation of new Institution,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1657,Portugal,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,int_outcome,Upgraded institutions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1658,Portugal,FOOD and AGRICULTURE,Insect pest control,< 2000,1,outcome,Increased used of new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1658,Portugal,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,int_outcome,Introduce new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1659,Portugal,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,New profession recognized,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1659,Portugal,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Curricula in new professions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1660,Portugal,FOOD and AGRICULTURE,Insect pest control,< 2000,1,outcome,Use of data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A1660,Portugal,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,int_outcome,Produce data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A1661,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A1661,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A1662,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Creation of new Institution,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A1662,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Upgraded institutions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A1663,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Increased used of new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A1663,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Introduce new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A1664,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,New profession recognized,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A1664,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Curricula in new professions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A1665,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Use of data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A1665,Portugal,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Produce data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A1666,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A1666,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A1667,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Creation of new Institution,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A1667,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Upgraded institutions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A1668,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Increased used of new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A1668,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Introduce new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A1669,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,New profession recognized,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A1669,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Curricula in new professions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A1670,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Use of data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A1670,Portugal,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Produce data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A1671,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Adoption of regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A1671,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,< 2000,1,int_outcome,Develop regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A1672,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,< 2000,1,outcome,Creation of new Institution,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A1672,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,< 2000,1,int_outcome,Upgraded institutions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A1673,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Increased used of new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A1673,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,< 2000,1,int_outcome,Introduce new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A1674,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,New profession recognized,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1674,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Curricula in new professions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A1675,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,< 2000,1,outcome,Use of data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1675,Portugal,FOOD and AGRICULTURE,Agricultural water and soil management,< 2000,1,int_outcome,Produce data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A1676,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2005-2009,1,outcome,Adoption of regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1676,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Develop regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A1677,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,Creation of new Institution,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1677,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Upgraded institutions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A1678,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2010-2014,1,outcome,Increased used of new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1678,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Introduce new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A1679,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,New profession recognized,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1679,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Curricula in new professions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A1680,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,Use of data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1680,Republic of Moldova,FOOD and AGRICULTURE,Crop production,2015-2019,1,int_outcome,Produce data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A1681,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,outcome,Adoption of regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1681,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2005-2009,1,int_outcome,Develop regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A1682,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,outcome,Creation of new Institution,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1682,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2010-2014,1,int_outcome,Upgraded institutions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A1683,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,outcome,Increased used of new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1683,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2005-2009,1,int_outcome,Introduce new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A1684,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,outcome,New profession recognized,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1684,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,int_outcome,Curricula in new professions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A1685,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2020-2023,1,outcome,Use of data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A1685,Republic of Moldova,FOOD and AGRICULTURE,Insect pest control,2015-2019,1,int_outcome,Produce data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A1686,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,outcome,Adoption of regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A1686,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,int_outcome,Develop regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A1687,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,outcome,Creation of new Institution,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A1687,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,int_outcome,Upgraded institutions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A1688,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,outcome,Increased used of new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A1688,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,int_outcome,Introduce new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A1689,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,outcome,New profession recognized,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A1689,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,int_outcome,Curricula in new professions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A1690,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,outcome,Use of data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A1690,Republic of Moldova,FOOD and AGRICULTURE,Food safety,2015-2019,1,int_outcome,Produce data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A1691,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2010-2014,1,outcome,Adoption of regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A1691,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2015-2019,1,int_outcome,Develop regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A1692,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2015-2019,1,outcome,Creation of new Institution,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A1692,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2015-2019,1,int_outcome,Upgraded institutions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A1693,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2010-2014,1,outcome,Increased used of new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A1693,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2015-2019,1,int_outcome,Introduce new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A1694,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2015-2019,1,outcome,New profession recognized,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A1694,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2010-2014,1,int_outcome,Curricula in new professions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A1695,Republic of Moldova,FOOD and AGRICULTURE,Livestock production,2010-2014,1,outcome,Use of data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
